GeneSymbol,Ensembl ID,EntrezGene,ae,thresholdset,gene_count,drug_count,ae_count,drugs_with_ae,bioactive_drugs
CSF1R,ENSG00000182578,,Fatigue,11,3175,4905,2381,1939,144
CSF1R,ENSG00000182578,,Acute respiratory failure,11,3175,4905,2381,570,144
CSF1R,ENSG00000182578,,Onychomadesis,11,3175,4905,2381,53,144
CSF1R,ENSG00000182578,,Metastases to peritoneum,11,3175,4905,2381,49,144
CSF1R,,,Aplastic anaemia,11,3175,4905,2381,295,144
CSF1R,,,Liver injury,11,3175,4905,2381,462,144
CSF1R,,,Metastases to central nervous system,11,3175,4905,2381,123,144
CSF1R,,,Depressed mood,11,3175,4905,2381,620,144
CSF1R,,,Salivary hypersecretion,11,3175,4905,2381,215,144
CSF1R,,,Disseminated intravascular coagulation,11,3175,4905,2381,319,144
CSF1R,,,Blood cholesterol increased,11,3175,4905,2381,525,144
CSF1R,,,Gastric disorder,11,3175,4905,2381,468,144
CSF1R,,,Pulmonary haemorrhage,11,3175,4905,2381,185,144
CSF1R,,,Injury,11,3175,4905,2381,445,144
CSF1R,ENSG00000182578,,Gout,11,3175,4905,2381,286,144
CSF1R,ENSG00000182578,,Nasal congestion,11,3175,4905,2381,651,144
CSF1R,ENSG00000182578,,Hypersensitivity,11,3175,4905,2381,1248,144
CSF1R,ENSG00000182578,,Gingival pain,11,3175,4905,2381,77,144
CSF1R,ENSG00000182578,,Feeling abnormal,11,3175,4905,2381,1136,144
CSF1R,ENSG00000182578,,Herpes zoster,11,3175,4905,2381,576,144
CSF1R,ENSG00000182578,,Lip dry,11,3175,4905,2381,92,144
CSF1R,ENSG00000182578,,Ulcer,11,3175,4905,2381,204,144
CSF1R,ENSG00000182578,,Colitis,11,3175,4905,2381,543,144
CSF1R,ENSG00000182578,,Quality of life decreased,11,3175,4905,2381,180,144
CSF1R,ENSG00000182578,,Spinal cord compression,11,3175,4905,2381,49,144
CSF1R,ENSG00000182578,,Metastases to skin,11,3175,4905,2381,26,144
CSF1R,ENSG00000182578,,Bone marrow disorder,11,3175,4905,2381,37,144
CSF1R,ENSG00000182578,,Stem cell transplant,11,3175,4905,2381,27,144
CSF1R,ENSG00000182578,,Bronchitis,11,3175,4905,2381,775,144
CSF1R,ENSG00000182578,,Myasthenia gravis,11,3175,4905,2381,133,144
CSF1R,ENSG00000182578,,Head discomfort,11,3175,4905,2381,334,144
CSF1R,ENSG00000182578,,Eye operation,11,3175,4905,2381,24,144
CSF1R,ENSG00000182578,,Hypoaesthesia,11,3175,4905,2381,1140,144
CSF1R,ENSG00000182578,,Bilirubin conjugated increased,11,3175,4905,2381,41,144
CSF1R,ENSG00000182578,,Head injury,11,3175,4905,2381,422,144
CSF1R,ENSG00000182578,,Cerebrovascular accident,11,3175,4905,2381,1073,144
CSF1R,ENSG00000182578,,Dysphonia,11,3175,4905,2381,698,144
CSF1R,ENSG00000182578,,Sialoadenitis,11,3175,4905,2381,64,144
CSF1R,ENSG00000182578,,Intestinal perforation,11,3175,4905,2381,173,144
CSF1R,ENSG00000182578,,Pericardial effusion,11,3175,4905,2381,388,144
CSF1R,ENSG00000182578,,Terminal state,11,3175,4905,2381,47,144
CSF1R,ENSG00000182578,,Pancreatic disorder,11,3175,4905,2381,31,144
CSF1R,ENSG00000182578,,Dementia,11,3175,4905,2381,328,144
CSF1R,ENSG00000182578,,Oral disorder,11,3175,4905,2381,82,144
CSF1R,ENSG00000182578,,Human herpesvirus 6 infection,11,3175,4905,2381,66,144
CSF1R,ENSG00000182578,,Thrombocytosis,11,3175,4905,2381,101,144
CSF1R,ENSG00000182578,,Multiple sclerosis relapse,11,3175,4905,2381,85,144
CSF1R,ENSG00000182578,,Skin reaction,11,3175,4905,2381,210,144
CSF1R,ENSG00000182578,,Graft versus host disease,11,3175,4905,2381,130,144
CSF1R,ENSG00000182578,,Haemorrhagic stroke,11,3175,4905,2381,134,144
CSF1R,ENSG00000182578,,Hyperkeratosis,11,3175,4905,2381,40,144
CSF1R,ENSG00000182578,,Toxic skin eruption,11,3175,4905,2381,297,144
CSF1R,ENSG00000182578,,Erectile dysfunction,11,3175,4905,2381,463,144
CSF1R,ENSG00000182578,,Cachexia,11,3175,4905,2381,111,144
CSF1R,ENSG00000182578,,Disturbance in attention,11,3175,4905,2381,677,144
CSF1R,ENSG00000182578,,Haemorrhage,11,3175,4905,2381,942,144
CSF1R,ENSG00000182578,,Atypical pneumonia,11,3175,4905,2381,26,144
CSF1R,ENSG00000182578,,Mood altered,11,3175,4905,2381,451,144
CSF1R,ENSG00000182578,,Fungal infection,11,3175,4905,2381,432,144
CSF1R,ENSG00000182578,,Ear infection,11,3175,4905,2381,262,144
CSF1R,ENSG00000182578,,Anaemia,11,3175,4905,2381,1461,144
CSF1R,ENSG00000182578,,Bronchiectasis,11,3175,4905,2381,201,144
CSF1R,ENSG00000182578,,Blood triglycerides increased,11,3175,4905,2381,208,144
CSF1R,ENSG00000182578,,Therapy cessation,11,3175,4905,2381,457,144
CSF1R,ENSG00000182578,,Contraindicated product administered,11,3175,4905,2381,476,144
CSF1R,ENSG00000182578,,Pathogen resistance,11,3175,4905,2381,190,144
CSF1R,ENSG00000182578,,Dermatitis,11,3175,4905,2381,331,144
CSF1R,ENSG00000182578,,Cholecystectomy,11,3175,4905,2381,68,144
CSF1R,ENSG00000182578,,Aphasia,11,3175,4905,2381,539,144
CSF1R,ENSG00000182578,,Haemolytic anaemia,11,3175,4905,2381,504,144
CSF1R,ENSG00000182578,,Kaposi's sarcoma,11,3175,4905,2381,84,144
CSF1R,ENSG00000182578,,Blood creatine increased,11,3175,4905,2381,54,144
CSF1R,ENSG00000182578,,Drug tolerance,11,3175,4905,2381,87,144
CSF1R,ENSG00000182578,,Sensory loss,11,3175,4905,2381,104,144
CSF1R,ENSG00000182578,,Cytomegalovirus chorioretinitis,11,3175,4905,2381,78,144
CSF1R,ENSG00000182578,,Therapy interrupted,11,3175,4905,2381,263,144
CSF1R,ENSG00000182578,,Rheumatoid nodule,11,3175,4905,2381,62,144
CSF1R,ENSG00000182578,,Glaucoma,11,3175,4905,2381,308,144
CSF1R,ENSG00000182578,,Neutropenic sepsis,11,3175,4905,2381,161,144
CSF1R,ENSG00000182578,,Coma,11,3175,4905,2381,743,144
CSF1R,ENSG00000182578,,Respiratory distress,11,3175,4905,2381,564,144
CSF1R,ENSG00000182578,,Drug hypersensitivity,11,3175,4905,2381,1615,144
CSF1R,ENSG00000182578,,Clostridium difficile infection,11,3175,4905,2381,395,144
CSF1R,ENSG00000182578,,Intracranial pressure increased,11,3175,4905,2381,144,144
CSF1R,ENSG00000182578,,Dry eye,11,3175,4905,2381,497,144
CSF1R,ENSG00000182578,,Osteoporosis,11,3175,4905,2381,444,144
CSF1R,ENSG00000182578,,Encephalopathy,11,3175,4905,2381,515,144
CSF1R,ENSG00000182578,,Intervertebral disc protrusion,11,3175,4905,2381,236,144
CSF1R,ENSG00000182578,,Cardiac failure chronic,11,3175,4905,2381,257,144
CSF1R,ENSG00000182578,,Retinal vascular thrombosis,11,3175,4905,2381,40,144
CSF1R,ENSG00000182578,,Eosinophilia,11,3175,4905,2381,632,144
CSF1R,ENSG00000182578,,Metastatic malignant melanoma,11,3175,4905,2381,26,144
CSF1R,ENSG00000182578,,Swollen tongue,11,3175,4905,2381,493,144
CSF1R,ENSG00000182578,,Hypoaesthesia oral,11,3175,4905,2381,210,144
CSF1R,ENSG00000182578,,Migraine,11,3175,4905,2381,862,144
CSF1R,ENSG00000182578,,Sepsis,11,3175,4905,2381,1061,144
CSF1R,ENSG00000182578,,Parosmia,11,3175,4905,2381,130,144
CSF1R,ENSG00000182578,,Eczema,11,3175,4905,2381,515,144
CSF1R,ENSG00000182578,,Posterior reversible encephalopathy syndrome,11,3175,4905,2381,213,144
CSF1R,ENSG00000182578,,Skin infection,11,3175,4905,2381,200,144
CSF1R,ENSG00000182578,,Tachypnoea,11,3175,4905,2381,379,144
CSF1R,ENSG00000182578,,Medication error,11,3175,4905,2381,610,144
CSF1R,ENSG00000182578,,Skin cancer,11,3175,4905,2381,129,144
CSF1R,ENSG00000182578,,Acute lymphocytic leukaemia recurrent,11,3175,4905,2381,43,144
CSF1R,ENSG00000182578,,Renal pain,11,3175,4905,2381,135,144
CSF1R,ENSG00000182578,,Cardiotoxicity,11,3175,4905,2381,189,144
CSF1R,ENSG00000182578,,Full blood count abnormal,11,3175,4905,2381,195,144
CSF1R,ENSG00000182578,,Polyneuropathy,11,3175,4905,2381,227,144
CSF1R,ENSG00000182578,,Hyperpyrexia,11,3175,4905,2381,64,144
CSF1R,ENSG00000182578,,Basal cell carcinoma,11,3175,4905,2381,216,144
CSF1R,ENSG00000182578,,Swelling of eyelid,11,3175,4905,2381,68,144
CSF1R,ENSG00000182578,,Hemiparesis,11,3175,4905,2381,290,144
CSF1R,ENSG00000182578,,Anxiety,11,3175,4905,2381,1579,144
CSF1R,ENSG00000182578,,Hunger,11,3175,4905,2381,106,144
CSF1R,ENSG00000182578,,Heart rate increased,11,3175,4905,2381,960,144
CSF1R,ENSG00000182578,,Pneumonia bacterial,11,3175,4905,2381,162,144
CSF1R,ENSG00000182578,,Staphylococcal sepsis,11,3175,4905,2381,110,144
CSF1R,ENSG00000182578,,Blood creatinine increased,11,3175,4905,2381,825,144
CSF1R,ENSG00000182578,,Disorientation,11,3175,4905,2381,640,144
CSF1R,ENSG00000182578,,Protein urine present,11,3175,4905,2381,50,144
CSF1R,ENSG00000182578,,Strongyloidiasis,11,3175,4905,2381,28,144
CSF1R,ENSG00000182578,,Respiratory arrest,11,3175,4905,2381,379,144
CSF1R,ENSG00000182578,,Upper respiratory tract infection,11,3175,4905,2381,830,144
CSF1R,ENSG00000182578,,Febrile bone marrow aplasia,11,3175,4905,2381,106,144
CSF1R,ENSG00000182578,,Skin warm,11,3175,4905,2381,53,144
CSF1R,ENSG00000182578,,Jaundice,11,3175,4905,2381,717,144
CSF1R,ENSG00000182578,,Activated partial thromboplastin time prolonged,11,3175,4905,2381,89,144
CSF1R,ENSG00000182578,,Emergency care,11,3175,4905,2381,32,144
CSF1R,ENSG00000182578,,Therapeutic product ineffective,11,3175,4905,2381,35,144
CSF1R,ENSG00000182578,,Flushing,11,3175,4905,2381,947,144
CSF1R,ENSG00000182578,,Mouth haemorrhage,11,3175,4905,2381,76,144
CSF1R,ENSG00000182578,,Fear,11,3175,4905,2381,266,144
CSF1R,ENSG00000182578,,Carcinoembryonic antigen increased,11,3175,4905,2381,40,144
CSF1R,ENSG00000182578,,Incontinence,11,3175,4905,2381,154,144
CSF1R,ENSG00000182578,,Pulseless electrical activity,11,3175,4905,2381,128,144
CSF1R,ENSG00000182578,,Streptococcal infection,11,3175,4905,2381,60,144
CSF1R,ENSG00000182578,,Insomnia,11,3175,4905,2381,1647,144
CSF1R,ENSG00000182578,,Impaired quality of life,11,3175,4905,2381,124,144
CSF1R,ENSG00000182578,,Thrombotic microangiopathy,11,3175,4905,2381,155,144
CSF1R,ENSG00000182578,,Erysipelas,11,3175,4905,2381,91,144
CSF1R,ENSG00000182578,,Hair growth abnormal,11,3175,4905,2381,54,144
CSF1R,ENSG00000182578,,Restless legs syndrome,11,3175,4905,2381,244,144
CSF1R,ENSG00000182578,,Dyspnoea exertional,11,3175,4905,2381,491,144
CSF1R,ENSG00000182578,,Herpes virus infection,11,3175,4905,2381,45,144
CSF1R,ENSG00000182578,,Megacolon,11,3175,4905,2381,38,144
CSF1R,ENSG00000182578,,Cardiac tamponade,11,3175,4905,2381,63,144
CSF1R,ENSG00000182578,,Aortic stenosis,11,3175,4905,2381,32,144
CSF1R,ENSG00000182578,,Aortic aneurysm,11,3175,4905,2381,55,144
CSF1R,ENSG00000182578,,Cardiac failure,11,3175,4905,2381,934,144
CSF1R,ENSG00000182578,,Jaundice cholestatic,11,3175,4905,2381,250,144
CSF1R,ENSG00000182578,,Bedridden,11,3175,4905,2381,165,144
CSF1R,ENSG00000182578,,Procedural haemorrhage,11,3175,4905,2381,39,144
CSF1R,ENSG00000182578,,Cholangitis,11,3175,4905,2381,97,144
CSF1R,ENSG00000182578,,Therapy change,11,3175,4905,2381,94,144
CSF1R,ENSG00000182578,,Central serous chorioretinopathy,11,3175,4905,2381,58,144
CSF1R,ENSG00000182578,,Haematuria,11,3175,4905,2381,649,144
CSF1R,ENSG00000182578,,Paraesthesia,11,3175,4905,2381,1463,144
CSF1R,ENSG00000182578,,Fibrin D dimer increased,11,3175,4905,2381,40,144
CSF1R,ENSG00000182578,,Back disorder,11,3175,4905,2381,128,144
CSF1R,ENSG00000182578,,Urinary tract disorder,11,3175,4905,2381,89,144
CSF1R,ENSG00000182578,,Leukoencephalopathy,11,3175,4905,2381,51,144
CSF1R,ENSG00000182578,,Immune system disorder,11,3175,4905,2381,143,144
CSF1R,ENSG00000182578,,Large intestine polyp,11,3175,4905,2381,69,144
CSF1R,ENSG00000182578,,Suicidal ideation,11,3175,4905,2381,679,144
CSF1R,ENSG00000182578,,Panniculitis,11,3175,4905,2381,52,144
CSF1R,ENSG00000182578,,Ischaemia,11,3175,4905,2381,52,144
CSF1R,ENSG00000182578,,Stent placement,11,3175,4905,2381,71,144
CSF1R,ENSG00000182578,,Thrombocytopenia,11,3175,4905,2381,1327,144
CSF1R,ENSG00000182578,,Serum ferritin increased,11,3175,4905,2381,55,144
CSF1R,ENSG00000182578,,Spinal fracture,11,3175,4905,2381,160,144
CSF1R,ENSG00000182578,,Sinus bradycardia,11,3175,4905,2381,219,144
CSF1R,ENSG00000182578,,Gingivitis,11,3175,4905,2381,57,144
CSF1R,ENSG00000182578,,Nasal discomfort,11,3175,4905,2381,81,144
CSF1R,ENSG00000182578,,Vomiting,11,3175,4905,2381,2339,144
CSF1R,ENSG00000182578,,Decubitus ulcer,11,3175,4905,2381,81,144
CSF1R,ENSG00000182578,,Parkinsonism,11,3175,4905,2381,165,144
CSF1R,ENSG00000182578,,Hospitalisation,11,3175,4905,2381,717,144
CSF1R,ENSG00000182578,,Toxicity to various agents,11,3175,4905,2381,1079,144
CSF1R,ENSG00000182578,,Vasculitis,11,3175,4905,2381,352,144
CSF1R,ENSG00000182578,,Neck pain,11,3175,4905,2381,745,144
CSF1R,ENSG00000182578,,Rectal haemorrhage,11,3175,4905,2381,550,144
CSF1R,ENSG00000182578,,Angiopathy,11,3175,4905,2381,47,144
CSF1R,ENSG00000182578,,Prostatomegaly,11,3175,4905,2381,30,144
CSF1R,ENSG00000182578,,Dry mouth,11,3175,4905,2381,1292,144
CSF1R,ENSG00000182578,,Thyroid function test abnormal,11,3175,4905,2381,30,144
CSF1R,ENSG00000182578,,Hernia,11,3175,4905,2381,174,144
CSF1R,ENSG00000182578,,Stress cardiomyopathy,11,3175,4905,2381,134,144
CSF1R,ENSG00000182578,,Pneumocystis jirovecii infection,11,3175,4905,2381,35,144
CSF1R,ENSG00000182578,,Illness,11,3175,4905,2381,649,144
CSF1R,ENSG00000182578,,Ear disorder,11,3175,4905,2381,25,144
CSF1R,ENSG00000182578,,Keratitis,11,3175,4905,2381,103,144
CSF1R,ENSG00000182578,,Motor dysfunction,11,3175,4905,2381,158,144
CSF1R,ENSG00000182578,,Discomfort,11,3175,4905,2381,712,144
CSF1R,ENSG00000182578,,Tooth extraction,11,3175,4905,2381,61,144
CSF1R,ENSG00000182578,,Injection site reaction,11,3175,4905,2381,535,144
CSF1R,ENSG00000182578,,Death,11,3175,4905,2381,1404,144
CSF1R,ENSG00000182578,,Mental disorder,11,3175,4905,2381,554,144
CSF1R,ENSG00000182578,,Dermatitis acneiform,11,3175,4905,2381,98,144
CSF1R,ENSG00000182578,,Haemoglobin decreased,11,3175,4905,2381,771,144
CSF1R,ENSG00000182578,,Clostridium difficile colitis,11,3175,4905,2381,239,144
CSF1R,ENSG00000182578,,Ligament sprain,11,3175,4905,2381,100,144
CSF1R,ENSG00000182578,,Functional gastrointestinal disorder,11,3175,4905,2381,46,144
CSF1R,ENSG00000182578,,Tumour marker increased,11,3175,4905,2381,41,144
CSF1R,ENSG00000182578,,Symptom recurrence,11,3175,4905,2381,40,144
CSF1R,ENSG00000182578,,Aplasia,11,3175,4905,2381,90,144
CSF1R,ENSG00000182578,,Foot deformity,11,3175,4905,2381,118,144
CSF1R,ENSG00000182578,,Diffuse large B-cell lymphoma recurrent,11,3175,4905,2381,35,144
CSF1R,ENSG00000182578,,Hypophagia,11,3175,4905,2381,452,144
CSF1R,ENSG00000182578,,Creatinine renal clearance decreased,11,3175,4905,2381,104,144
CSF1R,ENSG00000182578,,Injection site pain,11,3175,4905,2381,425,144
CSF1R,ENSG00000182578,,Carotid arteriosclerosis,11,3175,4905,2381,45,144
CSF1R,ENSG00000182578,,Pulmonary embolism,11,3175,4905,2381,921,144
CSF1R,ENSG00000182578,,Blood phosphorus increased,11,3175,4905,2381,131,144
CSF1R,ENSG00000182578,,Myositis,11,3175,4905,2381,152,144
CSF1R,ENSG00000182578,,Sinus tachycardia,11,3175,4905,2381,330,144
CSF1R,ENSG00000182578,,Full blood count decreased,11,3175,4905,2381,97,144
CSF1R,ENSG00000182578,,Heavy menstrual bleeding,11,3175,4905,2381,83,144
CSF1R,ENSG00000182578,,Mouth ulceration,11,3175,4905,2381,311,144
CSF1R,ENSG00000182578,,Drug eruption,11,3175,4905,2381,338,144
CSF1R,ENSG00000182578,,Hair colour changes,11,3175,4905,2381,36,144
CSF1R,ENSG00000182578,,Blood thyroid stimulating hormone increased,11,3175,4905,2381,64,144
CSF1R,ENSG00000182578,,Embolism arterial,11,3175,4905,2381,25,144
CSF1R,ENSG00000182578,,Upper-airway cough syndrome,11,3175,4905,2381,108,144
CSF1R,ENSG00000182578,,Osteopenia,11,3175,4905,2381,202,144
CSF1R,ENSG00000182578,,Post procedural infection,11,3175,4905,2381,45,144
CSF1R,ENSG00000182578,,Second primary malignancy,11,3175,4905,2381,119,144
CSF1R,ENSG00000182578,,Gait inability,11,3175,4905,2381,443,144
CSF1R,ENSG00000182578,,Hepatic failure,11,3175,4905,2381,604,144
CSF1R,ENSG00000182578,,Metastases to lymph nodes,11,3175,4905,2381,109,144
CSF1R,ENSG00000182578,,Arrhythmia,11,3175,4905,2381,1071,144
CSF1R,ENSG00000182578,,Blood pressure abnormal,11,3175,4905,2381,285,144
CSF1R,ENSG00000182578,,Panic attack,11,3175,4905,2381,412,144
CSF1R,ENSG00000182578,,Eye discharge,11,3175,4905,2381,76,144
CSF1R,ENSG00000182578,,Paraplegia,11,3175,4905,2381,37,144
CSF1R,ENSG00000182578,,Pre-existing condition improved,11,3175,4905,2381,44,144
CSF1R,ENSG00000182578,,Blood uric acid increased,11,3175,4905,2381,174,144
CSF1R,ENSG00000182578,,Renal cyst,11,3175,4905,2381,118,144
CSF1R,ENSG00000182578,,Escherichia bacteraemia,11,3175,4905,2381,52,144
CSF1R,ENSG00000182578,,Blood blister,11,3175,4905,2381,26,144
CSF1R,ENSG00000182578,,Productive cough,11,3175,4905,2381,599,144
CSF1R,ENSG00000182578,,Failure to thrive,11,3175,4905,2381,53,144
CSF1R,ENSG00000182578,,Oesophageal pain,11,3175,4905,2381,64,144
CSF1R,ENSG00000182578,,Carpal tunnel syndrome,11,3175,4905,2381,136,144
CSF1R,ENSG00000182578,,Bundle branch block right,11,3175,4905,2381,86,144
CSF1R,ENSG00000182578,,Blood test abnormal,11,3175,4905,2381,210,144
CSF1R,ENSG00000182578,,Pigmentation disorder,11,3175,4905,2381,67,144
CSF1R,ENSG00000182578,,Transaminases increased,11,3175,4905,2381,570,144
CSF1R,ENSG00000182578,,Venoocclusive liver disease,11,3175,4905,2381,92,144
CSF1R,ENSG00000182578,,Delirium,11,3175,4905,2381,651,144
CSF1R,ENSG00000182578,,Abnormal loss of weight,11,3175,4905,2381,114,144
